epoch,critic_loss,generator_loss,wasserstein_distance,gradient_penalty,epoch_time_sec
1,-113.381639,-21.28451,174.112166,12.146105,100.2
2,-34.772384,3.750122,42.969055,1.639334,96.8
3,-31.359967,5.106333,38.818867,1.49178,97.4
4,-29.7099,7.086809,37.052383,1.468496,95.3
5,-27.063584,5.307713,33.268727,1.241029,101.4
6,-23.866694,3.460143,28.994063,1.025474,94.0
7,-22.694975,4.01825,27.370917,0.935188,100.5
8,-21.739445,2.950782,26.37089,0.926289,95.6
9,-21.223075,2.811246,25.563317,0.868048,98.0
10,-20.368379,1.968205,24.577245,0.841773,98.7
11,-20.746829,2.486712,25.032753,0.857185,97.6
12,-19.711691,1.497487,23.759784,0.809619,119.9
13,-19.585281,3.127333,23.523488,0.787641,98.0
14,-19.369886,2.265487,23.185606,0.763144,100.8
15,-19.105476,2.637458,22.905016,0.759908,102.1
16,-18.400907,1.385451,22.127524,0.745323,98.7
17,-18.339709,1.6026,21.987153,0.729489,100.7
18,-18.425362,2.369309,22.06465,0.727858,99.8
19,-18.198847,2.174238,21.824422,0.725115,100.6
20,-18.293107,2.546366,22.052038,0.751786,99.7
21,-18.066553,1.563384,21.654105,0.71751,99.2
22,-17.778706,2.066121,21.332323,0.710724,99.1
23,-17.550085,2.190895,21.048115,0.699606,98.3
24,-17.593164,2.027868,21.152294,0.711826,100.2
25,-17.369028,2.086568,20.842334,0.694661,98.8
26,-17.09134,1.66663,20.523157,0.686363,98.6
27,-17.22098,1.911498,20.648851,0.685574,97.9
28,-17.065534,1.89412,20.424726,0.671838,112.2
29,-17.119417,2.673897,20.633852,0.702887,99.4
30,-17.1731,1.626804,20.512362,0.667853,97.4
31,-16.84524,2.397038,20.161649,0.663282,99.7
32,-16.841057,1.864134,20.238793,0.679547,100.5
33,-17.197954,2.16782,20.654799,0.691369,98.5
34,-16.476526,1.288169,19.666428,0.63798,98.9
35,-17.054668,1.769971,20.549194,0.698905,98.8
36,-16.793294,1.614487,20.150836,0.671508,99.4
37,-16.502637,1.450436,19.862234,0.671919,95.9
38,-16.62491,2.259213,19.922366,0.659491,95.5
39,-16.28897,1.878193,19.524294,0.647065,101.7
40,-16.666014,1.57537,20.050081,0.676813,121.7
41,-16.720497,1.894104,20.07569,0.671039,99.3
42,-16.804496,1.059182,20.227742,0.684649,102.1
43,-16.737616,1.140278,20.104978,0.673472,97.5
44,-16.893631,2.490283,20.395059,0.700286,97.3
45,-16.586588,1.968456,19.917561,0.666194,100.6
46,-16.896726,2.076069,20.418336,0.704322,97.3
47,-16.839131,2.073221,20.376224,0.707419,102.1
48,-16.753734,2.079877,20.121856,0.673624,100.5
49,-16.727775,2.461249,20.195455,0.693536,95.1
50,-16.677957,1.742398,20.205792,0.705567,96.4
