epoch,train_recon,train_vq,train_total,val_recon,val_total,codebook_util,epoch_time_sec
49,0.002248,0.000808,0.003056,0.002348,0.003175,0.0938,44.3
50,0.002239,0.000805,0.003043,0.002332,0.003124,0.0977,45.1
51,0.002219,0.000792,0.003011,0.002339,0.003153,0.0996,44.9
52,0.002204,0.000779,0.002983,0.002309,0.003111,0.0996,45.8
53,0.002194,0.00078,0.002974,0.002306,0.003081,0.1035,45.7
54,0.002174,0.000754,0.002927,0.002273,0.003042,0.1055,45.3
55,0.002163,0.000758,0.002921,0.00227,0.003054,0.1055,46.1
56,0.002145,0.00076,0.002904,0.002264,0.003035,0.1055,45.9
57,0.002152,0.000764,0.002916,0.002259,0.003041,0.1074,45.8
58,0.00213,0.000756,0.002886,0.002242,0.003005,0.1074,45.6
59,0.002128,0.00074,0.002868,0.002238,0.002982,0.1094,45.5
60,0.002104,0.000734,0.002838,0.002267,0.002992,0.1133,46.1
61,0.002102,0.000711,0.002813,0.002306,0.003047,0.1152,45.5
62,0.002092,0.000702,0.002794,0.002199,0.002907,0.1172,46.4
63,0.002076,0.000693,0.002769,0.002194,0.002899,0.1191,45.2
64,0.002065,0.000682,0.002747,0.002194,0.002867,0.123,44.8
65,0.002063,0.000662,0.002725,0.002185,0.00283,0.125,45.1
66,0.00203,0.00064,0.002671,0.002135,0.002774,0.1289,45.4
67,0.002024,0.000626,0.002649,0.002141,0.00278,0.1309,47.4
68,0.002012,0.000624,0.002636,0.002152,0.002783,0.1328,47.2
69,0.001997,0.000614,0.002612,0.002139,0.002734,0.1348,48.9
70,0.001997,0.00061,0.002607,0.002102,0.002701,0.1367,46.7
71,0.001981,0.0006,0.002581,0.002119,0.002741,0.1406,47.8
72,0.001974,0.000595,0.002569,0.002087,0.002669,0.1426,46.2
73,0.001955,0.000576,0.002531,0.002067,0.002645,0.1465,45.0
74,0.001949,0.000565,0.002514,0.002052,0.002626,0.1504,46.8
75,0.00194,0.000565,0.002505,0.002049,0.002615,0.1504,47.0
76,0.001926,0.000559,0.002485,0.002026,0.002576,0.1562,46.9
77,0.001912,0.000554,0.002466,0.002027,0.002576,0.1621,47.0
78,0.001899,0.000555,0.002453,0.002004,0.002573,0.1641,46.0
79,0.001887,0.000564,0.00245,0.00201,0.002607,0.168,46.7
80,0.001867,0.000579,0.002446,0.001982,0.002568,0.168,44.9
81,0.001859,0.000586,0.002445,0.001964,0.002562,0.1699,45.6
82,0.001846,0.000588,0.002434,0.00195,0.002544,0.1738,45.9
83,0.001838,0.000588,0.002427,0.001936,0.002543,0.1738,44.5
84,0.001829,0.000592,0.002421,0.001937,0.002537,0.1777,45.1
85,0.001811,0.000588,0.0024,0.00193,0.002524,0.1797,46.0
86,0.001807,0.000589,0.002397,0.001921,0.002511,0.1836,46.4
87,0.001798,0.000585,0.002383,0.001904,0.002496,0.1855,46.5
88,0.001788,0.000587,0.002375,0.001887,0.002482,0.1875,46.5
89,0.001785,0.000583,0.002368,0.001903,0.002505,0.1914,44.6
90,0.001765,0.000581,0.002345,0.001872,0.002462,0.1934,44.3
91,0.001757,0.000576,0.002333,0.001925,0.002508,0.1992,45.4
92,0.001749,0.000572,0.002321,0.00185,0.002445,0.2012,45.4
93,0.00174,0.00057,0.00231,0.001869,0.002459,0.2031,45.3
94,0.001738,0.00057,0.002308,0.001848,0.002438,0.2051,45.8
95,0.001733,0.000566,0.002299,0.00184,0.002428,0.209,46.6
96,0.001718,0.000561,0.00228,0.001819,0.002384,0.209,46.1
97,0.001712,0.00056,0.002272,0.001812,0.002386,0.2109,45.8
98,0.001711,0.000558,0.002269,0.001805,0.002385,0.2148,45.6
99,0.001706,0.000554,0.002261,0.001804,0.00238,0.2148,45.0
100,0.001689,0.000552,0.002241,0.001799,0.002374,0.2168,45.6
101,0.001695,0.000549,0.002245,0.001812,0.002377,0.2188,46.0
102,0.001685,0.000547,0.002232,0.001805,0.002364,0.2207,46.4
103,0.001676,0.000545,0.002222,0.001818,0.002379,0.2227,46.5
104,0.001678,0.000539,0.002217,0.001772,0.002332,0.2227,46.2
105,0.001666,0.000538,0.002205,0.001846,0.002409,0.2266,45.9
106,0.001663,0.000536,0.002199,0.001769,0.002324,0.2266,45.7
107,0.001655,0.000534,0.002189,0.001773,0.002319,0.2305,45.8
108,0.001651,0.000533,0.002184,0.00178,0.002329,0.2344,45.9
109,0.001645,0.000525,0.00217,0.001769,0.002309,0.2383,46.1
110,0.001639,0.000517,0.002156,0.001738,0.002267,0.2422,46.7
111,0.001627,0.000514,0.002141,0.001725,0.002255,0.2461,46.7
112,0.00162,0.000511,0.002131,0.001724,0.002253,0.25,45.1
113,0.001621,0.000507,0.002129,0.001726,0.002246,0.252,45.6
114,0.001615,0.000504,0.002119,0.001711,0.00223,0.2559,46.9
115,0.001611,0.000503,0.002114,0.001727,0.002248,0.2559,44.6
116,0.0016,0.000501,0.002101,0.001701,0.002211,0.2617,44.7
117,0.001594,0.000497,0.002091,0.001697,0.002211,0.2656,45.0
118,0.00159,0.000494,0.002085,0.001687,0.002192,0.2676,44.3
119,0.001588,0.000489,0.002077,0.001694,0.002196,0.2715,44.5
120,0.00158,0.000485,0.002065,0.001713,0.002208,0.2773,44.9
121,0.001576,0.000481,0.002058,0.001686,0.002177,0.2812,45.8
122,0.001566,0.000477,0.002043,0.001677,0.002166,0.2852,46.0
123,0.001565,0.000473,0.002037,0.001665,0.002144,0.2891,46.5
124,0.001551,0.000468,0.002019,0.001656,0.002137,0.291,46.1
125,0.001552,0.000465,0.002017,0.001662,0.002136,0.2969,45.3
126,0.001553,0.000462,0.002015,0.001645,0.002119,0.2988,45.3
127,0.001543,0.00046,0.002003,0.001642,0.002111,0.3008,46.4
128,0.001535,0.000458,0.001994,0.001638,0.002107,0.3027,46.1
129,0.001527,0.000455,0.001982,0.00164,0.002103,0.3047,44.5
130,0.001532,0.000453,0.001985,0.001641,0.002107,0.3086,45.3
131,0.001523,0.000451,0.001974,0.001623,0.00209,0.3105,44.8
132,0.001521,0.000449,0.00197,0.001646,0.002102,0.3145,45.0
133,0.001515,0.000447,0.001962,0.001622,0.002074,0.3145,45.7
134,0.001517,0.000444,0.00196,0.001616,0.002067,0.3184,45.4
135,0.00151,0.000444,0.001953,0.001662,0.002117,0.3203,45.6
136,0.001502,0.000439,0.001941,0.00161,0.002062,0.3223,46.2
137,0.001499,0.000438,0.001937,0.001604,0.002054,0.3223,46.0
138,0.001501,0.000439,0.00194,0.0016,0.002052,0.3242,45.1
139,0.001499,0.000436,0.001935,0.001611,0.002053,0.3262,44.7
140,0.00149,0.000435,0.001925,0.001591,0.002043,0.3301,44.3
141,0.001491,0.000432,0.001923,0.001592,0.002035,0.3359,44.3
142,0.001487,0.000431,0.001918,0.001592,0.002033,0.3379,45.2
143,0.00149,0.000429,0.001919,0.001578,0.002013,0.3398,44.4
144,0.001475,0.000427,0.001902,0.001574,0.002008,0.3418,44.3
145,0.001479,0.000424,0.001903,0.001574,0.00201,0.3457,45.4
146,0.001475,0.000423,0.001898,0.001569,0.002003,0.3477,45.2
147,0.001474,0.000422,0.001896,0.0016,0.002032,0.3496,45.6
148,0.001467,0.00042,0.001887,0.001575,0.002009,0.3496,46.5
149,0.001465,0.000418,0.001883,0.00156,0.001991,0.3516,45.9
150,0.00146,0.000417,0.001877,0.001625,0.00206,0.3535,44.8
151,0.001464,0.000416,0.00188,0.001568,0.002005,0.3574,45.4
152,0.001456,0.000416,0.001872,0.001566,0.001997,0.3594,45.2
153,0.001455,0.000416,0.001871,0.001563,0.001995,0.3613,47.4
154,0.001449,0.000412,0.001861,0.001565,0.001995,0.3633,46.6
155,0.001451,0.000413,0.001865,0.001558,0.001987,0.3633,46.2
156,0.00145,0.000412,0.001862,0.001555,0.001983,0.3672,46.0
157,0.001446,0.00041,0.001856,0.001561,0.001981,0.3691,46.5
158,0.001447,0.000408,0.001855,0.001561,0.001977,0.3711,45.4
159,0.001437,0.000406,0.001844,0.001554,0.001974,0.373,46.0
160,0.00144,0.000407,0.001847,0.001547,0.001966,0.375,47.1
161,0.001444,0.000405,0.001848,0.00154,0.00196,0.377,47.2
162,0.001432,0.000404,0.001836,0.001549,0.001962,0.3789,46.6
163,0.001433,0.000403,0.001836,0.001543,0.001958,0.3789,45.4
164,0.00143,0.000401,0.001832,0.001528,0.001944,0.3828,44.2
165,0.001427,0.0004,0.001827,0.001532,0.001952,0.3848,45.4
166,0.001428,0.0004,0.001828,0.001526,0.00194,0.3887,45.6
167,0.001423,0.000398,0.001822,0.001518,0.001929,0.3926,45.9
168,0.001424,0.000397,0.001821,0.001535,0.001947,0.3965,44.6
169,0.001422,0.000394,0.001816,0.001522,0.00193,0.3984,44.9
170,0.001412,0.000393,0.001804,0.001523,0.001924,0.4004,45.3
171,0.001415,0.000392,0.001807,0.00151,0.001915,0.4023,45.5
172,0.001409,0.000392,0.0018,0.001509,0.001916,0.4062,45.4
173,0.001404,0.000389,0.001793,0.001514,0.001916,0.4102,45.7
174,0.001407,0.000386,0.001793,0.001507,0.001905,0.4141,45.1
175,0.001402,0.000383,0.001786,0.001504,0.001901,0.4219,44.8
176,0.001403,0.000383,0.001786,0.001501,0.001895,0.4238,45.5
177,0.001397,0.000381,0.001778,0.001498,0.001896,0.4238,46.4
178,0.001398,0.000381,0.001779,0.001491,0.001885,0.4277,45.8
179,0.00139,0.00038,0.00177,0.001491,0.001882,0.4297,45.6
180,0.001393,0.000378,0.001771,0.001505,0.001891,0.4355,45.6
181,0.001388,0.000375,0.001763,0.001488,0.001877,0.4414,45.6
182,0.001384,0.000373,0.001757,0.001481,0.001866,0.4434,45.2
183,0.001381,0.000371,0.001752,0.001477,0.001852,0.4492,46.0
184,0.001381,0.000369,0.00175,0.001502,0.001888,0.4512,43.9
185,0.001377,0.000367,0.001745,0.001479,0.00186,0.4512,44.2
186,0.001379,0.000367,0.001745,0.00147,0.001848,0.4531,45.7
187,0.001372,0.000366,0.001738,0.001488,0.001863,0.457,45.1
188,0.001373,0.000365,0.001737,0.001472,0.001849,0.459,45.4
189,0.001371,0.000362,0.001733,0.001496,0.001866,0.4629,45.3
190,0.001367,0.000361,0.001728,0.001476,0.001851,0.4629,44.3
191,0.001364,0.00036,0.001724,0.001474,0.001848,0.4629,44.7
192,0.001368,0.00036,0.001728,0.001475,0.00185,0.4668,44.6
193,0.001362,0.000359,0.001721,0.001457,0.001828,0.4707,45.2
194,0.001359,0.000358,0.001717,0.001473,0.001845,0.4707,45.7
195,0.001359,0.000359,0.001718,0.00148,0.001853,0.4727,45.4
196,0.001356,0.000358,0.001714,0.001459,0.001829,0.4766,46.6
197,0.001353,0.000356,0.001709,0.001446,0.001817,0.4785,46.8
198,0.001354,0.000355,0.00171,0.00145,0.001817,0.4805,45.8
199,0.001353,0.000355,0.001708,0.001458,0.00182,0.4824,46.0
200,0.001348,0.000354,0.001703,0.001447,0.001812,0.4844,45.7
201,0.001351,0.000354,0.001705,0.001443,0.001807,0.4863,48.9
202,0.001346,0.000353,0.001699,0.001447,0.001811,0.4863,46.1
203,0.001348,0.000352,0.0017,0.001439,0.001803,0.4883,46.9
204,0.001346,0.000352,0.001697,0.00145,0.001812,0.4922,46.6
205,0.00134,0.00035,0.001689,0.001435,0.001797,0.498,47.0
206,0.001337,0.000348,0.001685,0.001468,0.00183,0.5,47.1
207,0.001345,0.000348,0.001693,0.00143,0.001788,0.502,47.2
208,0.001336,0.000347,0.001683,0.001429,0.001784,0.5039,46.7
209,0.001335,0.000346,0.00168,0.001434,0.001792,0.5039,46.8
210,0.001334,0.000345,0.001679,0.001428,0.001783,0.5059,46.6
211,0.001331,0.000345,0.001676,0.001429,0.001783,0.5078,46.8
212,0.001327,0.000345,0.001672,0.001457,0.00181,0.5098,46.6
213,0.001331,0.000344,0.001676,0.001426,0.001781,0.5098,48.4
214,0.001324,0.000344,0.001668,0.001432,0.001781,0.5117,50.4
215,0.001328,0.000343,0.001671,0.001422,0.00178,0.5137,53.0
216,0.001328,0.000344,0.001672,0.001419,0.001774,0.5156,50.7
217,0.001322,0.000342,0.001665,0.001417,0.001769,0.5176,50.3
218,0.001322,0.000342,0.001665,0.001418,0.001768,0.5176,50.9
219,0.001321,0.000342,0.001663,0.001414,0.001765,0.5176,51.4
220,0.001316,0.000342,0.001658,0.001414,0.001767,0.5215,51.0
221,0.001321,0.000341,0.001662,0.001419,0.001769,0.5215,50.3
222,0.00132,0.000341,0.001661,0.001429,0.001782,0.5234,52.3
223,0.00132,0.000341,0.001661,0.001414,0.001773,0.5234,50.5
224,0.001314,0.000341,0.001655,0.001419,0.001774,0.5254,50.5
225,0.001313,0.00034,0.001653,0.001419,0.001774,0.5293,50.6
226,0.001313,0.00034,0.001653,0.001406,0.001756,0.5293,50.8
227,0.001311,0.000339,0.00165,0.001412,0.001767,0.5293,51.0
228,0.001313,0.000338,0.001651,0.001404,0.001756,0.5312,51.4
229,0.00131,0.000339,0.001649,0.001408,0.001756,0.5332,50.4
230,0.001309,0.000338,0.001648,0.001429,0.001782,0.5352,50.7
231,0.001306,0.000337,0.001643,0.001414,0.001765,0.5391,51.2
232,0.001311,0.000336,0.001648,0.001405,0.001758,0.543,50.7
233,0.001301,0.000336,0.001637,0.001403,0.001749,0.5449,50.5
234,0.001305,0.000335,0.00164,0.00141,0.001753,0.5469,51.9
235,0.001303,0.000334,0.001637,0.001396,0.001748,0.5469,51.0
236,0.001299,0.000334,0.001633,0.001399,0.001753,0.5469,50.9
237,0.001298,0.000334,0.001632,0.001401,0.001747,0.5488,49.9
238,0.001298,0.000334,0.001632,0.001393,0.001741,0.5488,50.8
239,0.001297,0.000334,0.001631,0.001398,0.001742,0.5488,49.8
240,0.001297,0.000333,0.00163,0.001408,0.001754,0.5527,50.5
241,0.0013,0.000333,0.001633,0.001391,0.001738,0.5547,50.1
242,0.001292,0.000333,0.001625,0.001412,0.001755,0.5566,51.1
243,0.001294,0.000332,0.001626,0.001413,0.001756,0.5586,51.5
244,0.001292,0.000332,0.001624,0.001386,0.00173,0.5605,51.6
245,0.001291,0.000331,0.001622,0.001389,0.001731,0.5605,50.3
246,0.001295,0.000331,0.001626,0.001398,0.001741,0.5645,50.4
247,0.001293,0.000332,0.001625,0.001384,0.001734,0.5684,51.6
248,0.001287,0.000331,0.001617,0.001384,0.001728,0.5723,50.9
249,0.001286,0.000331,0.001617,0.001397,0.001739,0.5723,52.0
250,0.001285,0.000329,0.001614,0.001384,0.001729,0.5723,51.2
251,0.001284,0.00033,0.001614,0.001384,0.001725,0.5762,50.4
252,0.001286,0.000329,0.001615,0.001395,0.001743,0.5762,50.5
253,0.001285,0.000329,0.001614,0.00142,0.001764,0.5801,51.4
254,0.001284,0.000329,0.001614,0.001384,0.001728,0.584,51.4
255,0.00128,0.000329,0.001609,0.001381,0.001721,0.5859,51.8
256,0.001279,0.000329,0.001607,0.001372,0.001712,0.5879,51.5
257,0.001278,0.000328,0.001606,0.001407,0.001745,0.5879,51.3
258,0.001282,0.000328,0.00161,0.001378,0.001718,0.5879,50.8
259,0.001274,0.000327,0.0016,0.001373,0.001714,0.5918,50.8
260,0.00128,0.000327,0.001607,0.001369,0.001711,0.5918,50.0
261,0.001275,0.000327,0.001602,0.001386,0.001724,0.5918,51.7
262,0.001273,0.000327,0.001601,0.001368,0.001703,0.5918,51.1
263,0.001272,0.000327,0.001599,0.001381,0.00172,0.5957,50.5
264,0.001272,0.000327,0.001599,0.001386,0.001722,0.5996,51.6
265,0.00127,0.000326,0.001596,0.00137,0.00171,0.6016,51.6
266,0.001269,0.000326,0.001595,0.001368,0.001709,0.6016,50.5
267,0.001269,0.000327,0.001596,0.001362,0.001703,0.6035,50.8
268,0.00127,0.000327,0.001597,0.001364,0.001705,0.6055,51.5
269,0.001267,0.000327,0.001594,0.001372,0.001713,0.6074,51.5
270,0.001267,0.000327,0.001594,0.001375,0.00172,0.6094,51.7
271,0.001265,0.000327,0.001592,0.001378,0.001717,0.6113,51.5
272,0.001265,0.000328,0.001593,0.001365,0.001711,0.6113,51.7
273,0.001265,0.000328,0.001593,0.00136,0.001704,0.6133,52.6
274,0.001263,0.000329,0.001592,0.001367,0.001708,0.6133,53.2
275,0.001265,0.000329,0.001594,0.001368,0.001718,0.6133,53.7
276,0.001263,0.00033,0.001593,0.001355,0.001698,0.6133,51.8
277,0.00126,0.00033,0.001591,0.001358,0.001699,0.6133,51.9
278,0.00126,0.000331,0.001591,0.001361,0.001705,0.6172,52.6
279,0.001262,0.000333,0.001594,0.001365,0.001712,0.6191,52.4
280,0.001255,0.000332,0.001587,0.001355,0.001701,0.6191,54.1
281,0.001259,0.000334,0.001593,0.001352,0.001693,0.6211,51.9
282,0.001257,0.000334,0.001591,0.001365,0.001714,0.625,51.1
283,0.001261,0.000335,0.001596,0.001349,0.001694,0.625,51.7
284,0.001254,0.000335,0.001589,0.001354,0.001704,0.625,51.4
285,0.001252,0.000335,0.001587,0.001358,0.001709,0.6289,52.0
286,0.001253,0.000336,0.001589,0.001351,0.001701,0.6328,52.1
287,0.00125,0.000337,0.001588,0.001355,0.001703,0.6348,52.1
288,0.00125,0.000338,0.001588,0.001345,0.001693,0.6387,51.9
289,0.001254,0.000339,0.001593,0.001345,0.001696,0.6387,51.6
290,0.001249,0.00034,0.001589,0.001343,0.001697,0.6406,52.3
291,0.001245,0.000341,0.001586,0.001341,0.0017,0.6426,51.3
292,0.001248,0.000342,0.00159,0.001341,0.001692,0.6445,51.5
293,0.001248,0.000343,0.001591,0.001342,0.001703,0.6445,51.5
294,0.001245,0.000345,0.00159,0.001344,0.001704,0.6465,51.0
295,0.001246,0.000347,0.001593,0.001338,0.0017,0.6484,51.4
296,0.001242,0.000348,0.00159,0.001342,0.001705,0.6504,51.9
297,0.001244,0.000351,0.001595,0.001359,0.001723,0.6504,51.4
298,0.00124,0.000353,0.001593,0.001344,0.001715,0.6523,51.2
299,0.001239,0.000357,0.001596,0.001335,0.001709,0.6523,51.9
300,0.001239,0.000362,0.001601,0.001339,0.001719,0.6543,51.8
301,0.001243,0.000367,0.001609,0.00133,0.001714,0.6543,51.8
302,0.001241,0.000372,0.001613,0.001357,0.001749,0.6562,52.4
303,0.001241,0.000376,0.001618,0.001336,0.001725,0.6582,51.3
304,0.001236,0.000378,0.001614,0.001332,0.00173,0.6582,51.2
305,0.001234,0.000382,0.001616,0.001326,0.001727,0.6602,52.3
306,0.001236,0.000384,0.00162,0.001333,0.001738,0.6602,52.9
307,0.001232,0.000387,0.00162,0.00134,0.001745,0.6602,53.0
308,0.001234,0.00039,0.001623,0.001342,0.001758,0.6621,53.8
309,0.001231,0.000392,0.001623,0.001328,0.001739,0.6621,54.5
310,0.001232,0.000393,0.001625,0.001329,0.001744,0.666,53.8
311,0.001235,0.000395,0.00163,0.001326,0.001742,0.668,53.3
312,0.001232,0.000397,0.001629,0.001332,0.001751,0.6699,54.2
313,0.001274,0.000404,0.001679,0.001469,0.001892,0.6719,53.2
314,0.001245,0.000398,0.001643,0.001325,0.001748,0.6719,53.4
315,0.001226,0.000402,0.001627,0.001324,0.001743,0.6719,52.4
316,0.001232,0.000404,0.001636,0.001365,0.001797,0.6738,51.1
317,0.001249,0.000404,0.001653,0.001319,0.001746,0.6738,52.2
318,0.001223,0.000405,0.001628,0.001332,0.001754,0.6738,50.9
319,0.001227,0.000407,0.001635,0.001363,0.001786,0.6738,52.0
320,0.001253,0.000408,0.001661,0.001313,0.001743,0.6738,50.4
321,0.001219,0.00041,0.001629,0.001313,0.001745,0.6738,50.6
322,0.001222,0.000412,0.001633,0.001327,0.001758,0.6777,51.2
323,0.001221,0.000411,0.001632,0.001307,0.001741,0.6797,50.9
324,0.001219,0.000412,0.00163,0.001327,0.001759,0.6816,50.5
325,0.001224,0.000411,0.001635,0.001322,0.001752,0.6836,50.5
326,0.001253,0.000413,0.001666,0.001312,0.001745,0.6855,50.5
327,0.001213,0.000414,0.001627,0.001312,0.001745,0.6855,50.6
328,0.001214,0.000413,0.001627,0.001306,0.001738,0.6875,51.1
329,0.001217,0.000414,0.001632,0.001317,0.001754,0.6895,50.8
330,0.001211,0.000414,0.001626,0.001309,0.001746,0.6895,50.8
331,0.001216,0.000414,0.00163,0.001307,0.001746,0.6934,50.3
332,0.001212,0.000416,0.001628,0.001308,0.001737,0.6953,49.8
333,0.001232,0.000417,0.001649,0.001414,0.001845,0.6953,49.5
334,0.001217,0.000416,0.001633,0.001302,0.001738,0.6973,50.4
335,0.001209,0.000418,0.001627,0.001305,0.001746,0.6973,50.1
336,0.001214,0.000417,0.001631,0.001307,0.001748,0.6973,50.5
337,0.001223,0.000419,0.001642,0.001321,0.001762,0.6973,51.4
338,0.001231,0.00042,0.001651,0.001305,0.001747,0.6992,51.1
339,0.001207,0.00042,0.001627,0.001315,0.001756,0.6973,51.5
340,0.00121,0.000421,0.001631,0.001312,0.001755,0.6992,50.9
341,0.001225,0.000422,0.001647,0.00133,0.001771,0.7012,51.5
342,0.001224,0.000422,0.001646,0.001298,0.001741,0.7031,52.0
343,0.001206,0.000423,0.001628,0.001304,0.001749,0.7031,53.0
344,0.001217,0.000423,0.001639,0.001301,0.001749,0.7031,53.2
345,0.001219,0.000424,0.001642,0.001323,0.001764,0.7051,52.5
346,0.001209,0.000424,0.001633,0.001302,0.001746,0.7051,50.7
347,0.001207,0.000423,0.00163,0.001316,0.001759,0.707,51.4
348,0.001217,0.000423,0.00164,0.001301,0.001751,0.707,51.6
349,0.001212,0.000423,0.001635,0.001297,0.001741,0.709,51.8
350,0.001204,0.000424,0.001628,0.001302,0.001751,0.7109,50.3
351,0.001203,0.000424,0.001626,0.001297,0.001745,0.7109,51.4
352,0.001206,0.000425,0.001631,0.001291,0.001739,0.7148,51.0
353,0.001202,0.000426,0.001628,0.001297,0.001745,0.7148,52.7
354,0.001203,0.000424,0.001627,0.001299,0.001744,0.7148,53.3
355,0.001213,0.000425,0.001638,0.001295,0.001742,0.7168,53.2
356,0.001207,0.000425,0.001633,0.001287,0.001732,0.7188,52.6
357,0.001202,0.000425,0.001626,0.001287,0.001738,0.7207,53.1
358,0.001203,0.000425,0.001628,0.001304,0.001752,0.7227,52.2
359,0.0012,0.000424,0.001624,0.001295,0.001742,0.7246,52.1
360,0.001203,0.000425,0.001628,0.001293,0.001742,0.7246,52.3
361,0.001197,0.000424,0.001621,0.001287,0.001736,0.7285,51.5
362,0.001196,0.000425,0.001621,0.001285,0.001735,0.7285,52.4
363,0.001197,0.000424,0.001622,0.001293,0.001735,0.7285,52.9
364,0.001196,0.000424,0.00162,0.001285,0.001736,0.7305,52.5
365,0.00119,0.000424,0.001614,0.001293,0.001734,0.7324,51.8
366,0.0012,0.000424,0.001623,0.001289,0.001738,0.7344,52.1
367,0.001192,0.000424,0.001616,0.001283,0.001727,0.7363,52.1
368,0.001195,0.000424,0.001618,0.001292,0.001739,0.7383,52.3
369,0.001194,0.000424,0.001618,0.001281,0.00173,0.7383,51.8
370,0.001189,0.000423,0.001613,0.001287,0.001732,0.7402,52.1
371,0.001194,0.000424,0.001618,0.001279,0.001724,0.7402,52.1
372,0.001187,0.000424,0.001611,0.001273,0.00172,0.7422,52.0
373,0.001181,0.000423,0.001603,0.00129,0.001734,0.7422,52.2
374,0.001185,0.000423,0.001609,0.001276,0.001718,0.7422,52.4
375,0.001189,0.000422,0.001611,0.001283,0.001729,0.7441,51.9
376,0.001187,0.000424,0.001611,0.001281,0.001731,0.7461,52.0
377,0.001184,0.000424,0.001609,0.001281,0.001729,0.7461,51.4
378,0.001186,0.000423,0.001609,0.001275,0.001719,0.7461,51.4
379,0.001181,0.000424,0.001605,0.001278,0.001717,0.75,52.2
380,0.001186,0.000424,0.00161,0.001269,0.001712,0.752,51.8
381,0.001188,0.000424,0.001612,0.001296,0.001735,0.752,51.5
382,0.001183,0.000424,0.001607,0.001271,0.001717,0.7539,50.9
383,0.00118,0.000424,0.001604,0.001289,0.001729,0.7559,51.4
384,0.001192,0.000423,0.001615,0.00127,0.001719,0.7559,51.5
385,0.001182,0.000424,0.001606,0.001281,0.001728,0.7559,50.7
386,0.001181,0.000424,0.001605,0.001273,0.001717,0.7559,50.7
387,0.001179,0.000424,0.001603,0.001266,0.001714,0.7559,51.7
