epoch,train_recon,train_vq,train_total,val_recon,val_total,codebook_util,epoch_time_sec
32,0.002768,0.00053,0.003298,0.002917,0.003465,0.168,46.9
33,0.002744,0.000525,0.003269,0.002889,0.003437,0.1719,46.8
34,0.00272,0.000535,0.003255,0.002867,0.003432,0.1875,46.8
35,0.00264,0.000611,0.00325,0.002737,0.003439,0.2031,46.4
36,0.002524,0.000697,0.003221,0.00268,0.003435,0.2031,46.4
37,0.002473,0.000725,0.003198,0.002559,0.003347,0.2031,46.2
38,0.002423,0.000752,0.003175,0.002524,0.003328,0.2031,46.9
39,0.002407,0.000767,0.003174,0.00254,0.003329,0.2031,46.7
40,0.002377,0.000773,0.00315,0.002481,0.003271,0.2031,46.7
41,0.002344,0.000774,0.003118,0.002467,0.00325,0.2031,45.8
42,0.002331,0.000777,0.003108,0.002459,0.00326,0.2031,45.7
43,0.00233,0.000785,0.003115,0.002431,0.003229,0.2031,46.5
44,0.002308,0.00079,0.003097,0.002423,0.003244,0.2031,46.8
45,0.002289,0.00079,0.003078,0.002428,0.003232,0.2031,45.9
46,0.002279,0.000798,0.003078,0.002423,0.003236,0.2031,46.9
47,0.002273,0.000808,0.00308,0.002395,0.003223,0.2031,46.9
48,0.002266,0.000814,0.00308,0.002375,0.003206,0.2031,46.0
49,0.002245,0.000818,0.003064,0.002349,0.003171,0.2031,45.6
50,0.002233,0.000828,0.003061,0.002345,0.003179,0.2031,44.4
51,0.00223,0.00083,0.00306,0.002365,0.003189,0.2031,45.4
52,0.00222,0.000833,0.003053,0.002355,0.003192,0.2031,45.7
53,0.002209,0.000831,0.00304,0.002314,0.003153,0.2031,45.5
54,0.002198,0.000837,0.003036,0.002334,0.003178,0.2031,44.6
55,0.002193,0.000831,0.003024,0.002384,0.003239,0.2031,44.4
56,0.002196,0.000835,0.003031,0.002355,0.003234,0.2031,44.6
57,0.002191,0.000831,0.003022,0.002299,0.003148,0.2031,44.4
58,0.002181,0.000822,0.003003,0.002298,0.003137,0.2031,45.4
59,0.002168,0.00083,0.002997,0.002299,0.003161,0.2031,45.9
60,0.002164,0.000829,0.002993,0.00239,0.003286,0.2031,45.8
61,0.00217,0.000826,0.002996,0.002288,0.003092,0.2031,45.5
62,0.002162,0.000827,0.002989,0.002276,0.003097,0.2031,46.0
63,0.002145,0.000829,0.002974,0.002269,0.003106,0.2031,45.5
64,0.002156,0.000841,0.002997,0.002305,0.003201,0.2031,45.4
65,0.002156,0.000838,0.002993,0.002259,0.003099,0.2031,46.5
66,0.00214,0.000838,0.002977,0.002283,0.003095,0.2031,46.1
67,0.002137,0.000837,0.002974,0.002264,0.003087,0.2031,46.0
68,0.00213,0.000822,0.002952,0.002269,0.003076,0.207,45.2
69,0.002121,0.000794,0.002916,0.002247,0.003037,0.2109,45.5
70,0.002105,0.000792,0.002897,0.002228,0.003009,0.2148,46.0
71,0.002098,0.000777,0.002875,0.002195,0.002966,0.2148,46.0
72,0.002081,0.00077,0.002851,0.002179,0.002953,0.2188,45.0
73,0.002076,0.000761,0.002837,0.0022,0.002976,0.2227,46.3
74,0.002071,0.000759,0.00283,0.002236,0.003009,0.2227,45.7
75,0.002069,0.000766,0.002835,0.002175,0.002941,0.2266,45.6
76,0.002054,0.00076,0.002814,0.002228,0.003032,0.2305,45.4
77,0.002042,0.000749,0.002791,0.00215,0.00295,0.2344,45.6
78,0.002035,0.00075,0.002785,0.002132,0.002891,0.2383,45.9
79,0.002015,0.000745,0.00276,0.002122,0.002884,0.2383,46.3
80,0.002012,0.000749,0.002761,0.002111,0.002902,0.2383,46.4
81,0.002008,0.000755,0.002763,0.002109,0.002857,0.2422,45.9
82,0.00199,0.000743,0.002733,0.002112,0.002873,0.2422,45.5
83,0.001984,0.000738,0.002722,0.002084,0.002847,0.2461,46.0
84,0.001984,0.000741,0.002725,0.002086,0.002853,0.2461,46.1
85,0.001972,0.000741,0.002714,0.002082,0.002837,0.2461,46.2
86,0.001975,0.000744,0.002719,0.002064,0.00282,0.2461,45.7
87,0.001962,0.000748,0.00271,0.002064,0.002817,0.2461,44.9
88,0.00196,0.000749,0.002709,0.00207,0.002817,0.2461,44.3
89,0.001955,0.000747,0.002702,0.002069,0.002818,0.2461,44.5
90,0.001958,0.000749,0.002707,0.002057,0.002812,0.25,45.3
91,0.001943,0.000742,0.002685,0.002043,0.002839,0.25,45.6
92,0.001937,0.000743,0.00268,0.002056,0.002783,0.25,46.3
93,0.001942,0.00075,0.002692,0.002045,0.002815,0.25,45.4
94,0.001931,0.000748,0.002679,0.002063,0.002801,0.25,44.8
95,0.001927,0.000745,0.002672,0.002052,0.002809,0.25,45.0
96,0.001928,0.000752,0.00268,0.002037,0.002807,0.25,45.8
97,0.001919,0.000759,0.002678,0.00202,0.002775,0.25,46.2
98,0.001915,0.00075,0.002666,0.002015,0.002784,0.2539,47.0
99,0.001909,0.000751,0.00266,0.002039,0.002776,0.2539,45.8
100,0.001897,0.000749,0.002646,0.002008,0.002768,0.2539,45.3
101,0.001907,0.000753,0.00266,0.002056,0.002811,0.2578,45.1
102,0.001898,0.000751,0.002648,0.001996,0.002755,0.2578,46.5
103,0.001894,0.000753,0.002648,0.002008,0.002783,0.2578,46.9
104,0.001885,0.000752,0.002637,0.001999,0.002769,0.2617,46.8
105,0.001882,0.000749,0.002631,0.001978,0.002753,0.2617,47.0
106,0.001878,0.00075,0.002628,0.001997,0.002771,0.2617,46.6
107,0.001871,0.000757,0.002629,0.001985,0.002764,0.2617,46.6
108,0.001873,0.000763,0.002636,0.00198,0.00274,0.2617,46.3
109,0.001864,0.000763,0.002627,0.00199,0.002758,0.2617,46.4
110,0.00187,0.000763,0.002634,0.001994,0.002781,0.2617,45.8
111,0.001858,0.000765,0.002623,0.00197,0.002747,0.2656,45.8
112,0.00187,0.000768,0.002638,0.001978,0.002751,0.2656,44.9
113,0.001853,0.000764,0.002616,0.001952,0.002749,0.2656,44.4
114,0.001851,0.000758,0.002609,0.001974,0.002731,0.2695,45.0
115,0.001839,0.000751,0.00259,0.001952,0.002717,0.2695,44.6
116,0.001839,0.000753,0.002593,0.001955,0.002713,0.2695,45.3
117,0.001832,0.000753,0.002586,0.001986,0.002761,0.2695,45.8
118,0.001837,0.000754,0.002591,0.001943,0.002691,0.2773,45.5
119,0.001834,0.000747,0.002581,0.001939,0.002696,0.2773,44.4
120,0.001826,0.000743,0.002569,0.00193,0.002684,0.2773,44.4
121,0.001814,0.00074,0.002553,0.001914,0.00267,0.2852,44.7
122,0.001806,0.00073,0.002536,0.001924,0.002644,0.2891,45.3
123,0.001809,0.000725,0.002534,0.001946,0.002668,0.293,45.2
124,0.001792,0.000718,0.002511,0.001922,0.002648,0.293,45.3
125,0.001786,0.000709,0.002495,0.001895,0.002607,0.3008,45.2
126,0.00179,0.000704,0.002493,0.001899,0.002614,0.3008,44.5
127,0.001781,0.000699,0.00248,0.001881,0.002598,0.3047,44.7
128,0.001765,0.000696,0.002461,0.001879,0.002602,0.3047,45.4
129,0.001768,0.000693,0.002461,0.001878,0.002588,0.3047,46.5
130,0.00177,0.000691,0.002461,0.001869,0.002575,0.3086,46.8
131,0.001764,0.000686,0.002449,0.001873,0.002552,0.3086,46.2
132,0.001756,0.000679,0.002435,0.001861,0.002543,0.3164,46.6
133,0.001748,0.000674,0.002422,0.001847,0.002543,0.3203,45.6
134,0.001738,0.000666,0.002404,0.001849,0.002532,0.3203,45.4
135,0.001749,0.000665,0.002414,0.001873,0.002554,0.3203,47.2
136,0.001733,0.000665,0.002398,0.001855,0.002543,0.3242,46.0
137,0.001735,0.000664,0.002398,0.001851,0.002537,0.3281,46.4
138,0.001731,0.000656,0.002387,0.001831,0.002507,0.3281,46.4
139,0.001728,0.000658,0.002386,0.001838,0.002518,0.3281,46.2
140,0.001732,0.000659,0.002391,0.00185,0.002525,0.332,46.0
141,0.001719,0.000657,0.002375,0.001846,0.002518,0.3359,46.6
142,0.001714,0.000651,0.002365,0.001824,0.00249,0.3398,45.7
143,0.001709,0.00065,0.002359,0.00181,0.002484,0.3438,45.7
144,0.001707,0.000646,0.002353,0.00183,0.002493,0.3516,44.7
145,0.001698,0.000638,0.002336,0.001803,0.002445,0.3516,44.9
146,0.001694,0.000634,0.002327,0.001815,0.002463,0.3555,46.8
147,0.001687,0.000626,0.002314,0.001788,0.002426,0.3555,47.4
148,0.001681,0.000624,0.002305,0.001795,0.00244,0.3672,47.2
149,0.00167,0.000616,0.002286,0.00178,0.002408,0.3711,47.5
150,0.00167,0.000611,0.002281,0.001781,0.002427,0.3711,46.7
151,0.001675,0.000607,0.002282,0.001795,0.002433,0.375,44.9
152,0.00166,0.000603,0.002263,0.001773,0.002397,0.3789,45.6
153,0.001662,0.0006,0.002262,0.001765,0.00237,0.3867,45.7
154,0.001655,0.000594,0.002248,0.001771,0.002389,0.3906,46.4
155,0.001645,0.00059,0.002235,0.001745,0.00234,0.3906,46.5
156,0.001648,0.000586,0.002234,0.001745,0.002342,0.3984,46.7
157,0.001642,0.000585,0.002227,0.001737,0.002339,0.3984,47.0
158,0.001638,0.000582,0.002221,0.00173,0.002316,0.4062,47.1
159,0.001636,0.000577,0.002213,0.001735,0.002332,0.4102,46.9
160,0.001632,0.000572,0.002204,0.001734,0.002321,0.4141,48.1
161,0.001623,0.000568,0.002192,0.001726,0.002303,0.4141,47.2
162,0.001617,0.000561,0.002178,0.001709,0.00229,0.418,47.0
163,0.00161,0.000561,0.002172,0.00172,0.002289,0.4297,46.7
164,0.001607,0.000553,0.00216,0.001707,0.002269,0.4297,46.3
165,0.001607,0.000551,0.002158,0.00171,0.002272,0.4375,46.6
166,0.0016,0.000547,0.002147,0.001693,0.002252,0.4414,47.8
167,0.001592,0.000542,0.002134,0.001707,0.002256,0.4414,46.9
168,0.001592,0.000537,0.002129,0.001686,0.002244,0.4453,47.3
169,0.001586,0.000538,0.002124,0.001694,0.00225,0.4453,46.7
170,0.001584,0.000537,0.002121,0.001683,0.00224,0.4492,45.6
171,0.001584,0.000536,0.002119,0.001691,0.002236,0.457,46.6
172,0.001578,0.000534,0.002113,0.001679,0.002221,0.457,45.9
173,0.001576,0.00053,0.002106,0.001672,0.002217,0.4609,45.1
174,0.001572,0.000528,0.0021,0.001668,0.002211,0.4688,45.5
175,0.001568,0.000524,0.002092,0.001673,0.002216,0.4688,45.7
176,0.001559,0.000522,0.00208,0.001668,0.002204,0.4727,44.5
177,0.001559,0.000521,0.00208,0.00166,0.002191,0.4766,45.3
178,0.001561,0.000518,0.002078,0.001678,0.002214,0.4844,44.6
179,0.001553,0.000512,0.002066,0.001664,0.002191,0.4883,44.2
180,0.001545,0.000511,0.002056,0.001645,0.002163,0.4922,44.4
181,0.001544,0.000506,0.00205,0.001644,0.002159,0.4961,46.1
182,0.001546,0.000505,0.002051,0.001669,0.002185,0.5,44.9
183,0.001542,0.000506,0.002049,0.001648,0.002165,0.5,44.9
184,0.001536,0.0005,0.002036,0.001645,0.002159,0.5078,45.7
185,0.001536,0.000497,0.002033,0.001645,0.002158,0.5078,46.6
186,0.001529,0.000495,0.002024,0.001634,0.002142,0.5156,46.6
187,0.001526,0.000492,0.002018,0.001645,0.002158,0.5195,46.3
188,0.001525,0.000492,0.002016,0.001675,0.002171,0.5273,46.5
189,0.001519,0.000487,0.002006,0.00163,0.002118,0.5273,46.8
190,0.001514,0.000483,0.001996,0.001622,0.002125,0.5312,46.4
191,0.001511,0.000481,0.001992,0.001607,0.002093,0.5312,46.5
192,0.00151,0.00048,0.00199,0.00162,0.002106,0.5391,46.4
193,0.001519,0.000478,0.001996,0.001614,0.002106,0.543,45.8
194,0.0015,0.000475,0.001976,0.001599,0.002094,0.543,46.0
195,0.001502,0.000474,0.001976,0.001606,0.002087,0.5469,47.3
196,0.001499,0.000472,0.001971,0.001603,0.002096,0.5469,47.9
197,0.001497,0.000471,0.001968,0.0016,0.002089,0.5508,46.6
198,0.001496,0.000471,0.001967,0.00159,0.002068,0.5547,45.5
199,0.001492,0.000467,0.00196,0.001593,0.002076,0.5586,45.9
200,0.001492,0.000466,0.001958,0.001587,0.002065,0.5586,46.2
201,0.001492,0.000464,0.001956,0.001588,0.002072,0.5625,48.5
202,0.001488,0.000465,0.001953,0.001588,0.002065,0.5664,48.4
203,0.001488,0.000464,0.001952,0.001585,0.002065,0.5664,50.7
204,0.001485,0.000463,0.001948,0.001593,0.002073,0.5664,50.8
205,0.001487,0.000462,0.001949,0.001608,0.002081,0.5742,46.4
206,0.001481,0.00046,0.001941,0.001572,0.002044,0.582,47.2
207,0.001475,0.000458,0.001932,0.001586,0.002056,0.582,46.7
208,0.001472,0.000455,0.001928,0.001582,0.002043,0.5898,46.6
209,0.001473,0.000453,0.001926,0.001567,0.00203,0.5938,46.5
210,0.001466,0.000451,0.001917,0.001574,0.00204,0.5977,47.5
211,0.001466,0.000449,0.001915,0.001582,0.002039,0.6055,47.1
212,0.001468,0.000448,0.001916,0.00158,0.002035,0.6055,46.5
213,0.001466,0.000445,0.001911,0.001572,0.002034,0.6094,46.4
214,0.001457,0.000444,0.001901,0.001563,0.00202,0.6094,47.0
215,0.001454,0.000441,0.001894,0.001572,0.002026,0.6172,46.3
216,0.001453,0.000438,0.001891,0.00155,0.001996,0.6211,46.5
217,0.001447,0.000436,0.001884,0.001567,0.002018,0.625,46.8
218,0.001449,0.000435,0.001884,0.001544,0.001997,0.6289,47.2
219,0.001447,0.000436,0.001882,0.001546,0.001992,0.6367,47.1
220,0.001447,0.000433,0.00188,0.001556,0.002006,0.6406,46.7
221,0.001441,0.000431,0.001872,0.001537,0.001979,0.6445,47.6
222,0.001438,0.000429,0.001867,0.001537,0.001982,0.6484,47.1
223,0.001435,0.000427,0.001862,0.001538,0.001968,0.6602,47.5
224,0.001436,0.000423,0.001859,0.001541,0.001978,0.6602,46.5
225,0.00143,0.000422,0.001852,0.001525,0.001957,0.668,47.2
226,0.001429,0.000421,0.00185,0.001525,0.001954,0.668,49.4
227,0.001428,0.000419,0.001847,0.001535,0.001963,0.6719,47.3
228,0.001421,0.000417,0.001838,0.001525,0.001954,0.6719,45.7
229,0.001422,0.000417,0.001839,0.001531,0.001957,0.6797,46.7
230,0.001418,0.000414,0.001833,0.001523,0.001949,0.6797,47.0
231,0.001419,0.000414,0.001833,0.001525,0.001955,0.6836,46.3
232,0.001418,0.000414,0.001832,0.00153,0.00195,0.6875,46.9
233,0.001415,0.000409,0.001824,0.001515,0.001935,0.6914,49.8
234,0.001413,0.000408,0.001821,0.001516,0.001938,0.6914,48.2
235,0.001412,0.00041,0.001822,0.00151,0.001934,0.6953,46.9
236,0.00141,0.000407,0.001817,0.001512,0.001927,0.6992,46.3
237,0.001407,0.000405,0.001812,0.001501,0.001919,0.7109,51.3
238,0.001402,0.000403,0.001805,0.001502,0.001914,0.7227,50.5
239,0.001403,0.0004,0.001802,0.001501,0.001916,0.7266,46.8
240,0.001401,0.000399,0.0018,0.001498,0.001911,0.7305,47.3
241,0.001396,0.000397,0.001793,0.001497,0.001907,0.7383,47.2
242,0.001393,0.000395,0.001788,0.0015,0.001906,0.7461,47.6
243,0.00139,0.000393,0.001783,0.00152,0.001923,0.7461,51.8
244,0.001391,0.000391,0.001782,0.001483,0.001888,0.7461,49.8
245,0.001385,0.00039,0.001775,0.00149,0.001891,0.7461,47.4
246,0.001389,0.00039,0.001779,0.001484,0.001882,0.75,46.6
247,0.001387,0.00039,0.001777,0.00149,0.001894,0.75,47.0
248,0.001386,0.000388,0.001774,0.00149,0.001896,0.7539,47.2
249,0.001385,0.000388,0.001773,0.001481,0.001874,0.7539,47.3
250,0.001381,0.000386,0.001767,0.00149,0.001875,0.7695,46.9
251,0.001377,0.000387,0.001763,0.00148,0.001873,0.7734,46.6
252,0.001379,0.000384,0.001763,0.001505,0.0019,0.7773,46.4
253,0.001376,0.000383,0.001759,0.001471,0.001862,0.7773,45.9
254,0.001373,0.000384,0.001756,0.001479,0.001878,0.7812,45.3
255,0.001372,0.000381,0.001753,0.001469,0.001859,0.793,44.8
256,0.001367,0.00038,0.001747,0.001472,0.00186,0.793,45.7
257,0.001371,0.000377,0.001748,0.001479,0.001871,0.793,46.0
258,0.001367,0.000376,0.001744,0.001466,0.001847,0.8008,46.9
259,0.001361,0.000374,0.001736,0.001464,0.001856,0.8047,46.0
260,0.001363,0.000374,0.001737,0.00146,0.001847,0.8086,46.8
261,0.001361,0.000373,0.001734,0.001458,0.001839,0.8164,47.2
262,0.00136,0.000371,0.001731,0.001455,0.001835,0.8203,47.2
263,0.00136,0.00037,0.00173,0.001458,0.001842,0.8242,50.1
264,0.001355,0.000369,0.001723,0.00145,0.001829,0.832,49.9
265,0.001355,0.000367,0.001722,0.001453,0.001829,0.832,48.4
266,0.001353,0.000366,0.00172,0.001448,0.001828,0.8359,47.6
267,0.001348,0.000366,0.001714,0.001448,0.001828,0.8359,48.0
268,0.001352,0.000366,0.001718,0.001463,0.001842,0.8438,46.3
269,0.001353,0.000364,0.001717,0.001446,0.00182,0.8477,46.8
270,0.001343,0.000363,0.001706,0.001446,0.00182,0.8594,47.3
271,0.001347,0.000362,0.001709,0.001443,0.001817,0.8594,46.9
272,0.001341,0.000361,0.001703,0.001438,0.001815,0.8594,46.5
273,0.001341,0.000361,0.001702,0.00145,0.001821,0.8633,47.6
274,0.00134,0.000359,0.001699,0.001458,0.001831,0.8672,47.6
275,0.001339,0.000359,0.001698,0.001441,0.001816,0.8672,47.1
276,0.001338,0.000358,0.001696,0.001434,0.001806,0.875,46.8
277,0.001334,0.000358,0.001692,0.001437,0.001808,0.8828,46.9
278,0.001334,0.000355,0.001689,0.001439,0.001809,0.8867,48.1
279,0.001332,0.000354,0.001686,0.001429,0.001796,0.8945,46.6
280,0.001337,0.000354,0.001691,0.001437,0.001809,0.9023,46.8
281,0.00133,0.000352,0.001682,0.001429,0.001797,0.9062,47.7
282,0.001327,0.000352,0.001679,0.001425,0.001783,0.9141,47.7
283,0.001325,0.000348,0.001673,0.001429,0.001789,0.918,47.4
284,0.001321,0.000347,0.001668,0.001431,0.001792,0.9258,47.6
285,0.001323,0.000346,0.001668,0.001422,0.00178,0.9336,47.3
286,0.00132,0.000345,0.001664,0.001414,0.001773,0.9336,47.7
287,0.001319,0.000344,0.001663,0.001415,0.001771,0.9336,47.3
288,0.001316,0.000343,0.001659,0.001414,0.001767,0.9375,47.1
289,0.001319,0.000342,0.001661,0.00142,0.001772,0.9492,47.0
290,0.001313,0.000341,0.001653,0.001415,0.001766,0.9531,47.2
291,0.001317,0.00034,0.001656,0.001417,0.001771,0.9531,47.3
292,0.001309,0.000339,0.001648,0.001418,0.001774,0.957,47.7
293,0.001308,0.000338,0.001646,0.001407,0.00176,0.9648,47.3
294,0.001313,0.000337,0.00165,0.001414,0.00176,0.9688,46.9
295,0.001306,0.000336,0.001642,0.001406,0.001757,0.9727,46.7
296,0.001304,0.000336,0.001639,0.001412,0.001761,0.9766,46.1
297,0.001308,0.000336,0.001644,0.001421,0.001765,0.9766,48.1
298,0.001303,0.000335,0.001638,0.001404,0.001751,0.9766,50.6
299,0.001305,0.000335,0.001639,0.001401,0.001746,0.9844,49.7
300,0.001301,0.000334,0.001635,0.001402,0.001748,0.9883,50.4
301,0.001304,0.000332,0.001636,0.001413,0.00176,0.9922,50.6
302,0.0013,0.000332,0.001632,0.001395,0.001741,0.9922,50.9
303,0.001296,0.000332,0.001628,0.001392,0.001738,0.9922,51.4
304,0.001294,0.000332,0.001626,0.001397,0.001743,0.9961,51.7
305,0.001296,0.000332,0.001628,0.001396,0.001742,1.0,51.1
306,0.001297,0.000331,0.001628,0.001405,0.001743,1.0,52.8
307,0.001293,0.000331,0.001624,0.001389,0.00173,1.0,51.9
308,0.001295,0.000331,0.001626,0.00139,0.001735,1.0,52.6
309,0.001291,0.000331,0.001622,0.001389,0.001726,1.0,56.6
310,0.001293,0.00033,0.001623,0.001391,0.001733,1.0,54.3
311,0.001291,0.00033,0.001622,0.001397,0.001739,1.0,50.8
312,0.001288,0.00033,0.001618,0.00139,0.001731,1.0,51.0
313,0.001291,0.00033,0.001621,0.001385,0.001727,1.0,50.5
314,0.001289,0.00033,0.001619,0.001384,0.001728,1.0,52.3
315,0.00129,0.00033,0.00162,0.001395,0.001742,1.0,51.4
316,0.001292,0.000331,0.001623,0.001389,0.001731,1.0,51.3
317,0.001289,0.00033,0.001619,0.001395,0.001734,1.0,52.4
318,0.001287,0.000331,0.001618,0.001388,0.001731,1.0,57.2
319,0.001289,0.000332,0.00162,0.001393,0.001735,1.0,51.8
320,0.001284,0.000331,0.001615,0.00138,0.001727,1.0,50.1
321,0.001289,0.000332,0.001621,0.001382,0.001722,1.0,49.6
322,0.001284,0.000332,0.001615,0.001383,0.001725,1.0,49.3
323,0.001286,0.000332,0.001618,0.001382,0.001726,1.0,48.6
324,0.001283,0.000332,0.001615,0.001381,0.001721,1.0,49.1
325,0.001286,0.000332,0.001619,0.00138,0.00172,1.0,48.9
326,0.001284,0.000332,0.001616,0.001385,0.001729,1.0,48.3
327,0.00128,0.000332,0.001612,0.001378,0.001722,1.0,48.5
328,0.00128,0.000332,0.001613,0.001388,0.001731,1.0,48.9
329,0.001282,0.000332,0.001615,0.001393,0.001734,1.0,48.7
330,0.001285,0.000333,0.001617,0.001379,0.001723,1.0,49.5
331,0.00128,0.000333,0.001613,0.001378,0.001716,1.0,50.4
332,0.001281,0.000332,0.001613,0.001379,0.001723,1.0,49.0
333,0.001282,0.000333,0.001615,0.001387,0.001729,1.0,51.3
334,0.00128,0.000333,0.001613,0.001383,0.001733,1.0,49.9
335,0.001278,0.000333,0.001611,0.001381,0.001724,1.0,51.1
336,0.001281,0.000333,0.001615,0.001438,0.001785,1.0,50.3
337,0.00128,0.000333,0.001613,0.001388,0.001735,1.0,49.9
338,0.001277,0.000333,0.001611,0.001384,0.001724,1.0,49.3
339,0.001277,0.000333,0.00161,0.001383,0.001727,1.0,49.1
340,0.001278,0.000334,0.001612,0.001386,0.001729,1.0,48.8
341,0.001279,0.000334,0.001613,0.001378,0.001726,1.0,48.6
342,0.001275,0.000333,0.001608,0.001378,0.001728,1.0,48.9
343,0.001277,0.000334,0.001611,0.001384,0.001728,1.0,57.4
344,0.001277,0.000334,0.001611,0.001376,0.001721,1.0,47.7
345,0.001277,0.000335,0.001611,0.00138,0.001724,1.0,46.9
346,0.001274,0.000334,0.001608,0.001374,0.001717,1.0,47.7
347,0.00128,0.000334,0.001614,0.001371,0.001719,1.0,48.1
348,0.00127,0.000335,0.001605,0.001391,0.001737,1.0,50.0
349,0.001274,0.000335,0.001609,0.001377,0.001724,1.0,58.3
350,0.001273,0.000335,0.001608,0.00137,0.001719,1.0,48.5
351,0.001273,0.000335,0.001608,0.001371,0.001714,1.0,48.1
352,0.001275,0.000335,0.00161,0.00138,0.001732,1.0,46.9
353,0.001278,0.000335,0.001613,0.001387,0.001733,1.0,46.6
354,0.001274,0.000335,0.001609,0.001369,0.001718,1.0,47.1
355,0.001269,0.000335,0.001605,0.001373,0.001721,1.0,48.5
356,0.001271,0.000335,0.001606,0.001369,0.001714,1.0,47.9
357,0.00127,0.000336,0.001606,0.001371,0.001716,1.0,48.2
358,0.001273,0.000336,0.001609,0.001369,0.001715,1.0,48.6
359,0.001268,0.000335,0.001604,0.001372,0.001719,1.0,48.6
360,0.00127,0.000336,0.001605,0.00137,0.001713,1.0,48.2
361,0.001268,0.000336,0.001604,0.001376,0.001723,1.0,48.0
362,0.001269,0.000335,0.001604,0.001366,0.001718,1.0,47.8
363,0.001271,0.000336,0.001607,0.001365,0.001708,1.0,46.0
364,0.001267,0.000336,0.001602,0.001363,0.001708,1.0,47.4
365,0.001269,0.000336,0.001606,0.001365,0.001711,1.0,47.2
366,0.001269,0.000336,0.001605,0.001401,0.001746,1.0,46.8
367,0.001267,0.000337,0.001604,0.001367,0.001715,1.0,47.2
368,0.001269,0.000336,0.001604,0.00137,0.001723,1.0,46.3
369,0.001266,0.000337,0.001602,0.001363,0.001713,1.0,46.5
370,0.001269,0.000337,0.001606,0.001364,0.001714,1.0,46.0
371,0.001266,0.000337,0.001603,0.001364,0.001715,1.0,46.1
372,0.001264,0.000337,0.001601,0.001371,0.001719,1.0,46.3
373,0.001269,0.000337,0.001606,0.001365,0.001718,1.0,46.5
374,0.001267,0.000337,0.001604,0.001364,0.001712,1.0,46.6
375,0.001261,0.000337,0.001598,0.001365,0.001715,1.0,46.7
376,0.001268,0.000337,0.001606,0.001361,0.001712,1.0,47.1
377,0.001264,0.000337,0.001601,0.001379,0.001727,1.0,48.1
378,0.001263,0.000337,0.0016,0.001361,0.001709,1.0,52.5
379,0.001265,0.000337,0.001603,0.001366,0.001716,1.0,48.1
380,0.001262,0.000338,0.001599,0.001365,0.001715,1.0,47.2
381,0.001261,0.000337,0.001598,0.00136,0.00171,1.0,48.9
382,0.001262,0.000337,0.0016,0.001368,0.001722,1.0,50.2
383,0.001267,0.000338,0.001604,0.001365,0.001715,1.0,50.0
384,0.001264,0.000337,0.001601,0.001362,0.001711,1.0,51.2
385,0.001261,0.000338,0.001599,0.001362,0.001718,1.0,51.5
386,0.001261,0.000338,0.001598,0.001359,0.00171,1.0,50.5
387,0.001263,0.000338,0.001601,0.001363,0.001716,1.0,50.7
388,0.001261,0.000338,0.001599,0.001372,0.00172,1.0,50.3
389,0.001262,0.000338,0.001599,0.00136,0.001711,1.0,51.7
